enst	hgnc	ensg	mis_n_pos	mis_prop_exp	mis_n_exp	mis_prop_obs	mis_n_obs	mis_oe	mis_oe_diff	mis_z	mis_p	non_n_pos	non_prop_exp	non_n_exp	non_prop_obs	non_n_obs	non_oe	non_oe_diff	non_z	non_p	syn_n_pos	syn_prop_exp	syn_n_exp	syn_prop_obs	syn_n_obs	syn_oe	syn_oe_diff	syn_z	syn_p	pli	loeuf
ENST00000378076	ITGA8	ENSG00000077943	6900	0.0986431308321439	680.64	0.1044927536231884	721.0	1.0592971321109543	0.1306215947117817	1.6295609047300803	0.9484028335837664	401	0.0897766870008092	36.0	0.0299251870324189	12.0	0.3333333333333333	-0.3550159753071548	-4.192677526449812	1.3784059624457936e-05	2091	0.1203899240874906	251.74	0.1382113821138211	289.0	1.1480098514340191	0.2638665375498357	2.5042638272607536	0.9938646751711336	6.0785e-13	0.664
ENST00000369939	ELAPOR1	ENSG00000116299	6555	0.0997764226259654	654.03	0.0832951945080091	546.0	0.8348240906380442	-0.092461083194636	-4.452324017821591	4.2472926421056455e-06	378	0.0926415171017664	35.02	0.0317460317460317	12.0	0.3426613363792118	-0.3418463276026042	-4.08355787477285	2.217568848378385e-05	2017	0.1254155781778626	252.96	0.1239464551313832	250.0	0.9882985452245414	0.1035430612185417	-0.1992207220311311	0.4210450452345988	7.0266e-13	0.724
ENST00000340126	SP100	ENSG00000067066	5900	0.094022299170485	554.73	0.0798305084745762	471.0	0.8490617056946622	-0.0717309584726212	-3.734986321055571	9.386269537714716e-05	388	0.0842668101173061	32.7	0.0257731958762886	10.0	0.3058103975535168	-0.3661785870162034	-4.147740380932723	1.6788642386469182e-05	1591	0.1232954841207373	196.16	0.1213073538654934	193.0	0.9838907014681892	0.1149192825052396	-0.241201340632247	0.4046995359481474	2.7583e-12	0.679
ENST00000288207	CCNB2	ENSG00000157456	2590	0.0954014651241421	247.09	0.098069498069498	254.0	1.027965518636934	0.1465556709284293	0.4622060308627434	0.6780332105921192	166	0.0852141396260425	14.15	0.0180722891566265	3.0	0.2120141342756183	-0.2895630240949924	-3.098359428808655	0.000972976311634	776	0.1181608775452991	91.69	0.1301546391752577	101.0	1.1015377903806305	0.2937473827416742	1.035034292269432	0.8496735516817413	5.7407e-12	1.177
ENST00000307712	SEC23A	ENSG00000100934	4982	0.0989677206413781	493.06	0.0776796467282216	387.0	0.7848943333468543	-0.1313200210709566	-5.031775684794185	2.429788322997176e-07	307	0.0934292019419378	28.68	0.022801302931596	7.0	0.2440725244072524	-0.4074790981658842	-4.252098267312519	1.0588844514182157e-05	1533	0.1108334618605179	169.91	0.106327462491846	163.0	0.959331410746866	0.1011173353468353	-0.5619985556116665	0.2870585016052004	1.0698e-11	0.741
ENST00000260403	TMEM62	ENSG00000137842	4178	0.0977007855609109	408.19	0.0837721397797989	350.0	0.8574438374286484	-0.0504072668850117	-3.03227645937127	0.0012135839816296	227	0.0881209274143251	20.0	0.026431718061674	6.0	0.3	-0.2815300691053928	-3.2787928448283177	0.0005212606701117	1297	0.120592586663383	156.41	0.1148804934464148	149.0	0.9526245124992008	0.0995891537358077	-0.6316985902424486	0.2637919247056858	1.5846e-11	1.038
ENST00000318006	VPS39	ENSG00000166887	5704	0.0953712537806777	544.0	0.0708274894810659	404.0	0.7426470588235294	-0.1774275485029778	-6.310837419551893	1.3876481215102876e-10	351	0.0889348586570496	31.22	0.0284900284900284	10.0	0.3203074951953876	-0.3448556619844033	-3.97834090517609	3.469891147612034e-05	1715	0.1286358335135597	220.61	0.1206997084548105	207.0	0.938307420334527	0.0614859156023359	-0.9816569246693518	0.1631344466207992	1.7834e-11	0.684
ENST00000305921	PPM1D	ENSG00000170836	3855	0.1009966206818743	389.34	0.0721141374837872	278.0	0.7140288693686753	-0.191790164633092	-5.951310878926781	1.330016361766312e-09	207	0.0933609623622949	19.33	0.0241545893719806	5.0	0.2586652871184687	-0.3168153871145192	-3.4224049433910344	0.0003103489835367	1220	0.1177450890606685	143.65	0.1237704918032786	151.0	1.051166028541594	0.2047669484449631	0.6529765013887919	0.7431142861004638	2.2321e-11	1.096
ENST00000370992	RRP12	ENSG00000052749	8252	0.1003732909202501	828.28	0.088221037324285	728.0	0.8789298304921042	-0.0564764088464824	-3.67363650012899	0.0001195614212919	407	0.0913455635868469	37.18	0.0319410319410319	13.0	0.3496503496503496	-0.3439371122412506	-4.159811730777837	1.5925501602634345e-05	2719	0.1291948462386433	351.28	0.1342405296064729	365.0	1.0390571623775906	0.1366417852049034	0.7844070845936321	0.7835993586590605	5.7892e-11	0.575
ENST00000395105	STRA6	ENSG00000137868	4170	0.1017191753655058	424.17	0.0913669064748201	381.0	0.8982247683711719	-0.0115797643886551	-2.211546582594675	0.0134990049121285	203	0.1109050068818233	22.51	0.0197044334975369	4.0	0.1776988005330964	-0.4328091672639945	-4.138051857683059	1.7513360759922274e-05	1505	0.1282732951084027	193.05	0.1348837209302325	203.0	1.0515410515410517	0.1832459387616217	0.7669011434847638	0.7784298531227161	7.868e-11	0.862
ENST00000397166	DDHD2	ENSG00000085788	4663	0.0960343596245052	447.81	0.0812781471155908	379.0	0.8463410821553784	-0.065599051377531	-3.419938723637841	0.0003131762140501	303	0.0867752931875435	26.29	0.0297029702970297	9.0	0.3423354887790034	-0.2923915224089513	-3.529067719649237	0.0002085132003656	1372	0.1197765529475471	164.33	0.1122448979591836	154.0	0.9371386843546522	0.0805824232303294	-0.8591818648152573	0.1951200935588117	1.4321e-10	0.769
ENST00000324225	SIDT2	ENSG00000149577	5338	0.0998204625578471	532.84	0.0790558261521169	422.0	0.7919825838900983	-0.1274585053388605	-5.061034040444751	2.08494375600438e-07	252	0.1070039447409317	26.96	0.0357142857142857	9.0	0.3338278931750741	-0.3094970848764619	-3.6610203546237376	0.0001256063989787	1669	0.1331730954217917	222.27	0.1551827441581785	259.0	1.1652494713636568	0.2876484705391666	2.646469184034312	0.9959331542198614	2.2006e-10	0.667
ENST00000251108	CDADC1	ENSG00000102543	3407	0.0957137851879627	326.1	0.0733783387144115	250.0	0.7666360012266176	-0.1301525834203666	-4.431395414899423	4.6812610496043775e-06	232	0.0813579309960911	18.88	0.0258620689655172	6.0	0.3177966101694915	-0.2498117227520594	-3.091943016900719	0.0009942550842817	938	0.1197286839552633	112.31	0.1119402985074626	105.0	0.9349122963226782	0.1084348149266551	-0.7347531831125516	0.2312449121118877	3.1468e-10	1.1
ENST00000375077	CORO2A	ENSG00000106789	3378	0.0994364829554104	335.9	0.0822972172883362	278.0	0.8276272700208396	-0.0708875642020593	-3.328832793067155	0.0004360537239725	179	0.1036300096962358	18.55	0.0167597765363128	3.0	0.1617250673854447	-0.4074285407495059	-3.8133887333088015	6.853712608665618e-05	1043	0.1314074804428221	137.06	0.1332694151486098	139.0	1.0141543849409018	0.1701828855397071	0.1779870949542162	0.5706334446734794	3.4457e-10	1.002
ENST00000402399	TCL1A	ENSG00000100721	707	0.1022311494948604	72.28	0.0848656294200848	60.0	0.8301051466519093	0.048543567626317	-1.5241356197574678	0.0637374181789765	48	0.1158135292019406	5.56	0.0	0.0	0.0	-0.2183366367597289	-2.507427208069865	0.0060806813763547	220	0.1359275228430019	29.9	0.1181818181818181	26.0	0.8695652173913044	0.2027292694125113	-0.7680257880147235	0.2212359321605688	5.7357e-10	1.919
ENST00000352967	TAF1A	ENSG00000143498	2982	0.0925757456257019	276.06	0.073775989268947	220.0	0.7969282040136202	-0.0907016736252724	-3.5420300347937976	0.0001985301305884	247	0.0859984086676006	21.24	0.020242914979757	5.0	0.2354048964218456	-0.358032075066921	-3.6860552109973055	0.0001138784804639	788	0.1266392810775603	99.79	0.1256345177664974	99.0	0.992083375087684	0.175440415975789	-0.0848097594818954	0.466206317276438	9.3324e-10	1.02
ENST00000286574	WIF1	ENSG00000156076	2451	0.1003477497465319	245.95	0.0934312525499796	229.0	0.9310835535677984	0.0496221966780542	-1.1396374349164535	0.1272186913027775	156	0.0997638724257792	15.56	0.0064102564102564	1.0	0.0642673521850899	-0.4643459080550631	-3.890707444782878	4.9976192155866025e-05	740	0.1230977673860381	91.09	0.1256756756756756	93.0	1.0209682731364584	0.2132697992957647	0.2134433590136574	0.5845094179983447	1.3249e-09	1.092
ENST00000399187	DRC3	ENSG00000171962	3454	0.0953235049021481	329.25	0.094962362478286	328.0	0.9962034927866364	0.0989420770015071	-0.0722758188300256	0.4711912040679532	172	0.0978054228438547	16.82	0.0174418604651162	3.0	0.178359096313912	-0.367748926668502	-3.548067143469236	0.0001940346401766	938	0.1442873137498314	135.34	0.1460554371002132	137.0	1.0122654056450422	0.1681117369006376	0.1541118094054467	0.5612392115187242	2.5027e-09	1.042
ENST00000354619	ERO1B	ENSG00000086619	3032	0.0945748850833949	286.75	0.0814643799472295	247.0	0.8613775065387969	-0.0284883826314614	-2.4670039445567373	0.0068124428328588	224	0.0809928724611234	18.14	0.0223214285714285	5.0	0.2756339581036383	-0.2832426168458246	-3.2186069497081657	0.0006440746154313	876	0.1241247167360008	108.73	0.1255707762557077	110.0	1.011680309022349	0.1875893002962172	0.1298039627903685	0.5516392362048098	2.7587e-09	0.853
ENST00000251871	MED17	ENSG00000042429	4238	0.0958178361000672	406.08	0.0806984426616328	342.0	0.8421985815602837	-0.0653161836662856	-3.34398020057221	0.0004129281560455	265	0.1009925696630182	26.76	0.030188679245283	8.0	0.2989536621823617	-0.341825035205596	-3.825196117792688	6.533401198491605e-05	1247	0.1195679302540871	149.1	0.1186848436246992	148.0	0.9926224010731052	0.1432329651814499	-0.0961128053212737	0.4617154906082842	3.0751e-09	0.778
ENST00000301295	NLRP4	ENSG00000160505	6500	0.0946399702961014	615.16	0.0978461538461538	636.0	1.033877365238312	0.1090681770178847	0.8830740111063906	0.8114018575889689	396	0.0908330312764481	35.97	0.0277777777777777	11.0	0.3058103975535168	-0.3825874717751623	-4.36641631150518	6.315082393717011e-06	1873	0.1283110082863272	240.33	0.1473571809930592	276.0	1.148420921233304	0.2664606014267098	2.4646988769506604	0.993143577989487	3.1842e-09	0.776
ENST00000294428	RAVER2	ENSG00000162437	4431	0.0989767466334372	438.57	0.0875648837734145	388.0	0.8846934354835032	-0.0264685940427316	-2.5437406609774684	0.0054836238900023	292	0.0854812963352399	24.96	0.023972602739726	7.0	0.2804487179487179	-0.3443905181581737	-3.759205633526975	8.522684956203984e-05	1379	0.1207693039849317	166.54	0.122552574329224	169.0	1.0147712261318602	0.157180770585481	0.2032214836921574	0.5805190391875303	3.2211e-09	0.842
ENST00000373997	A1CF	ENSG00000148584	3756	0.1006918484129993	378.2	0.0835995740149094	314.0	0.8302485457429931	-0.0741768721972122	-3.4810577361181974	0.0002497189109108	236	0.080215009437141	18.93	0.0211864406779661	5.0	0.2641310089804543	-0.3038454330939137	-3.338468448084707	0.0004212079844724	1209	0.1177202007591593	142.32	0.1257237386269644	152.0	1.0680157391793144	0.2223323268524284	0.8635082469159457	0.8060709564317204	3.2385e-09	0.842
ENST00000262127	CEP76	ENSG00000101624	4213	0.0981204580307258	413.38	0.084025634939473	354.0	0.8563549276694566	-0.0520974971085861	-3.075397858463682	0.0010511095988589	287	0.0853641000940061	24.5	0.0278745644599303	8.0	0.3265306122448979	-0.2947708473106302	-3.485523330480088	0.0002455876946906	1346	0.1116640052997315	150.3	0.1047548291233283	141.0	0.93812375249501	0.0888044389864545	-0.8048289062675233	0.2104592092233768	4.5108e-09	0.758
ENST00000388712	GOLM1	ENSG00000135052	2605	0.0960829208638618	250.3	0.0928982725527831	242.0	0.9668397922493008	0.0846235551652417	-0.5515411855297632	0.290631370836342	160	0.1046378893088311	16.74	0.025	4.0	0.2389486260454002	-0.3077959911230393	-3.291060688686506	0.0004990518896322	759	0.131220154616824	99.6	0.1277997364953886	97.0	0.9738955823293172	0.1569506680399042	-0.2790904303878391	0.3900877134571859	9.6171e-09	1.034
ENST00000377838	ZFAT	ENSG00000066827	8081	0.0985460035965629	796.35	0.0912015839623809	737.0	0.92547246813587	-0.0085846666209146	-2.2151275766547824	0.0133756545538848	489	0.0856160163770568	41.87	0.0265848670756646	13.0	0.3104848340100311	-0.3998605470736999	-4.665453387988367	1.5396864868052365e-06	2380	0.1308514050415758	311.43	0.1369747899159664	326.0	1.046784189063353	0.1503263998369879	0.8858166196656784	0.8121418237198126	1.275e-08	0.629
ENST00000239926	MYOT	ENSG00000120729	3228	0.0961797644449278	310.47	0.0817843866171003	264.0	0.8503237027732147	-0.0439262661466903	-2.774003126958352	0.002768557298871	218	0.0914032503578512	19.93	0.0275229357798165	6.0	0.3010536879076769	-0.2804182199108531	-3.2728709673455603	0.0005323053313704	989	0.1154633317792673	114.19	0.1132457027300303	112.0	0.9808214379542868	0.153320136659977	-0.2182262975743434	0.4136263981565946	3.3663e-08	0.925
ENST00000371208	HOOK1	ENSG00000134709	4826	0.0917595124082299	442.83	0.0687940323249067	332.0	0.749723370142041	-0.1615141733908117	-5.526411375052937	1.6342362295795166e-08	353	0.091181311620053	32.19	0.0311614730878186	11.0	0.3417210313762038	-0.3289374791724244	-3.9173342830696334	4.476677690004099e-05	1296	0.122642702794247	158.94	0.1172839506172839	152.0	0.9563357241726438	0.1019530261418812	-0.5881079781260852	0.2782299092059809	3.8686e-08	0.623
ENST00000351193	NMD3	ENSG00000169251	3334	0.0953835859479501	318.01	0.0878824235152969	293.0	0.9213546743813088	0.0258894285460749	-1.4744916346682178	0.070174634196461	215	0.0886787078895198	19.07	0.0232558139534883	5.0	0.2621919244887257	-0.3093040152284604	-3.374454246430588	0.0003698110491337	925	0.1199164690678116	110.92	0.1427027027027027	132.0	1.1900468806346916	0.3646289976657164	2.133251448682826	0.9835479476569596	4.1006e-08	0.821
ENST00000442011	TGFBI	ENSG00000120708	4347	0.1007900136850565	438.13	0.0950080515297906	413.0	0.9426425946636844	0.0314348484166812	-1.2662829289041495	0.1027059032422735	194	0.0878161972318579	17.04	0.0154639175257731	3.0	0.176056338028169	-0.3704188092618663	-3.560611523606452	0.0001849960632802	1454	0.1269434723438434	184.58	0.1292984869325997	188.0	1.0185285513056668	0.1533260653238064	0.2697425360914576	0.6063208330045231	5.9686e-08	0.796
ENST00000245222	SPHK2	ENSG00000063176	3943	0.1081879785645885	426.59	0.1027136697945726	405.0	0.9493893433976418	0.0390045809703353	-1.1066658633632949	0.1342192097994479	146	0.1195634520895915	17.46	0.0273972602739726	4.0	0.2290950744558992	-0.3307338798240399	-3.43241520602628	0.0002991154593663	1554	0.1285079033867921	199.7	0.1402831402831403	218.0	1.0916374561842763	0.2211134911401686	1.3870704345031013	0.91728985682503	1.28e-07	1.024
ENST00000261789	TM9SF1	ENSG00000100926	3869	0.1002649965913262	387.93	0.0801240630653915	310.0	0.7991132420797566	-0.106495589334289	-4.171065222703099	1.5158953138868822e-05	193	0.1053969435060258	20.34	0.0207253886010362	4.0	0.1966568338249754	-0.3923159146052269	-3.830778070358567	6.386934117716221e-05	1277	0.1241318735260353	158.52	0.1190289741581832	152.0	0.9588695432752964	0.1045597462693702	-0.5530334958426184	0.2901202369866948	1.4793e-07	0.897
ENST00000288071	DDX19B	ENSG00000157349	3138	0.0965608755879726	303.01	0.0723390694710006	227.0	0.7491501930629353	-0.1438284456197722	-4.593914927375511	2.1750338918843157e-06	169	0.0939080635046581	15.87	0.0236686390532544	4.0	0.2520478890989288	-0.2796356436501358	-3.130305478563986	0.000873123039783	926	0.1254923030287151	116.21	0.1457883369330453	135.0	1.1616900438860684	0.3317162526506273	1.8643451193601508	0.9688633727582312	1.5562e-07	0.892
ENST00000369002	SEC63	ENSG00000025796	4991	0.094590114798167	472.1	0.0689240633139651	344.0	0.7286591823766151	-0.185507866314965	-6.195942145137492	2.8968703484901047e-10	381	0.0894346460379892	34.07	0.0288713910761154	11.0	0.3228646903434106	-0.3567384373635836	-4.142506884682188	1.717650263103855e-05	1399	0.1216235962966497	170.15	0.1143674052894924	160.0	0.9403467528651188	0.081168796824158	-0.8303636184897862	0.2031666143997638	2.0818e-07	0.57
ENST00000380050	CDK14	ENSG00000058091	3057	0.0959482814092271	293.31	0.0755642787046123	231.0	0.7875626470287409	-0.103624947893616	-3.8266782634486103	6.494204940134806e-05	184	0.0813208915947667	14.96	0.0108695652173913	2.0	0.1336898395721925	-0.3806639168580361	-3.4963515989164624	0.0002358333834276	921	0.1229005783849435	113.19	0.1302931596091205	120.0	1.060164325470448	0.2326947634749862	0.6833206484539276	0.7527978753278738	2.2319e-07	0.862
ENST00000378961	CHGB	ENSG00000089199	4483	0.0954144827232602	427.74	0.0965871068480928	433.0	1.012297189881704	0.102429683530818	0.2672460094921079	0.6053601232651983	330	0.0890718515439048	29.39	0.0242424242424242	8.0	0.2722014290575025	-0.3827637373877274	-4.134441523849991	1.7790941729398775e-05	1183	0.1318067656908457	155.93	0.1318681318681318	156.0	1.0004489193869044	0.146698646903952	0.0062394224681911	0.5024891532772185	2.3622e-07	0.776
ENST00000428726	CD44	ENSG00000026508	4878	0.0989247574602657	482.55	0.0984009840098401	480.0	0.9947155735156978	0.0794100766721201	-0.1225268737982313	0.4512408820602347	258	0.095048513069751	24.52	0.0155038759689922	4.0	0.1631321370309951	-0.4603563822258575	-4.356477197815202	6.608622758253475e-06	1462	0.1180751186831313	172.63	0.1190150478796169	174.0	1.0079360481955628	0.1480272970887055	0.1113714395691232	0.5443390964680587	2.4476e-07	0.664
ENST00000247833	RAB3IP	ENSG00000127328	2974	0.0948851206902995	282.19	0.0911230665770006	271.0	0.960345866260321	0.0713477640510903	-0.700075067383403	0.2419402127532041	223	0.0789142728946784	17.6	0.0224215246636771	5.0	0.284090909090909	-0.2675067139026974	-3.129084765309611	0.0008767585768044	898	0.1177980782789481	105.78	0.1369710467706013	123.0	1.162790697674419	0.3417790703903616	1.7822738061533332	0.9626477039713708	2.5912e-07	0.849
ENST00000394249	PRC1	ENSG00000198901	4016	0.0943289112465407	378.82	0.0968625498007968	389.0	1.0268729211762844	0.1227056997288954	0.5493306713497564	0.7086107288252607	279	0.0895644202688568	24.99	0.017921146953405	5.0	0.2000800320128051	-0.4258069327611214	-4.190686291574878	1.390559813060372e-05	1190	0.1232150665922592	146.63	0.1176470588235294	140.0	0.9547841505831004	0.1063457715470321	-0.584379356740811	0.2794825561044871	2.6753e-07	0.621
ENST00000241600	MRPS2	ENSG00000122140	1866	0.1043209455857079	194.66	0.0921757770632368	172.0	0.883591903832323	0.0165401838059922	-1.716316582045013	0.0430520574833109	66	0.0996077322893342	6.57	0.0	0.0	0.0	-0.2746535745082185	-2.7021074560493044	0.0034450745211423	593	0.1367060053304254	81.07	0.1602023608768971	95.0	1.1718268163315655	0.3740850954270279	1.6655385744459437	0.9520973228036148	3.1326e-07	1.862
ENST00000268383	CDR2	ENSG00000140743	2943	0.0945848301555142	278.36	0.0869860686374447	256.0	0.919672366719356	0.0314528799028309	-1.4086507092124476	0.0794692382824289	206	0.095054508718589	19.58	0.029126213592233	6.0	0.306435137895812	-0.2722184206776166	-3.2263232984632886	0.0006269581552841	856	0.1309857503377214	112.12	0.1471962616822429	126.0	1.1237959329290046	0.2963450063446197	1.4057500956841518	0.9201008272142716	4.299e-07	1.026
ENST00000397041	ATP2A3	ENSG00000074370	6200	0.1055138893158826	654.19	0.082258064516129	510.0	0.7795900273620813	-0.1479356389763646	-5.9605450560015285	1.2569898679936224e-09	258	0.1126758648313328	29.07	0.0348837209302325	9.0	0.3095975232198142	-0.3479786825183304	-3.951745761983076	3.879157032436154e-05	2096	0.132211510148946	277.12	0.1312022900763358	275.0	0.9923498845265588	0.102029207669557	-0.136408031981655	0.445749362213533	5.0265e-07	0.599
ENST00000359396	TRPV6	ENSG00000165125	4897	0.1019495164489639	499.25	0.0824994894833571	404.0	0.8092138207310966	-0.1076594238795903	-4.498236643970447	3.42597025819301e-06	237	0.1086952362724756	25.76	0.0337552742616033	8.0	0.3105590062111801	-0.3248702818036964	-3.706544958889384	0.0001050529762433	1592	0.1308721149466092	208.35	0.1293969849246231	206.0	0.9887209023278138	0.1153095734715295	-0.174516474570973	0.4307297922975086	6.1719e-07	0.666
ENST00000314423	UTP4	ENSG00000141076	4474	0.0981542352966272	439.14	0.0934286991506481	418.0	0.951860454524753	0.0406806478719546	-1.062376419100819	0.1440324172614662	234	0.0909783469118645	21.29	0.0299145299145299	7.0	0.3287928604978863	-0.2662041249615999	-3.248147493552324	0.0005807952028586	1363	0.1191378154275021	162.38	0.1357300073367571	185.0	1.1393028698115533	0.2836570384757725	1.890918848583796	0.9706824110358474	7.7093e-07	0.656
ENST00000511320	UIMC1	ENSG00000087206	4717	0.0948596910650669	447.45	0.0962476150095399	454.0	1.0146385070957649	0.1027905239093892	0.3253117878627548	0.6275274448843382	313	0.0848401991414476	26.55	0.0255591054313099	8.0	0.3013182674199623	-0.3348307515778212	-3.7639086032945466	8.363902153608807e-05	1379	0.1185940396101436	163.54	0.1153009427121102	159.0	0.9722392075333252	0.1161265257388444	-0.378239795595667	0.3526262324712964	8.2815e-07	0.653
ENST00000283228	PTPRR	ENSG00000153233	4287	0.097356760130849	417.37	0.0914392348961978	392.0	0.9392146057455016	0.0303624412334629	-1.307000449519169	0.095606279408455	255	0.0877628882887214	22.38	0.0274509803921568	7.0	0.3127792672028597	-0.2915112888589875	-3.40379844403052	0.0003322788553372	1292	0.1187179885874858	153.38	0.1191950464396284	154.0	1.0040422480114748	0.1526070820022406	0.0530135134280923	0.5211394296519021	8.7415e-07	0.698
ENST00000262415	DHX8	ENSG00000067596	7894	0.0988289902720534	780.16	0.0511781099569293	404.0	0.517842493847416	-0.41554420492687	-14.186449098289968	5.55729213802458e-46	432	0.0863205830208252	37.29	0.0277777777777777	12.0	0.3218020917135961	-0.3714045482953783	-4.332726738061789	7.363693070964973e-06	2451	0.123657091967673	303.08	0.1199510403916768	294.0	0.9700409132902204	0.0754320185519644	-0.5573609809533601	0.2886404095151417	9.1546e-07	0.495
ENST00000279027	SLC13A3	ENSG00000158296	3847	0.101202810773839	389.33	0.0881206134650376	339.0	0.8707266329335012	-0.0351014170686958	-2.6903863323680146	0.0035684671819765	147	0.1115259356859377	16.39	0.0272108843537414	4.0	0.2440512507626601	-0.2996767020383022	-3.247532163196593	0.0005820525312297	1276	0.1277073778720584	162.95	0.1324451410658307	169.0	1.0371279533599265	0.1805268664244459	0.5070602816724606	0.6939437388092349	9.4522e-07	0.834
